,Job_id,Job_title,Employement_num,Employment_per_1000_jobs,Median_hourly_wage,Mean_hourly_wage,Annual_mean_wage,Job_Location,Job_Tax
305,306,Personal Service Managers,"94,720",0.672,32.72338832,37.32147119,"86,240",Colorado,6
306,307,Funeral Home Managers,"27,330",0.194,32.72338832,37.32147119,"84,580",Colorado,6
307,308,"Personal Service Managers, All Other","58,480",0.415,32.72338832,37.32147119,"82,680",Colorado,6
308,309,"Managers, All Other","19,640",0.139,32.72338832,37.32147119,"82,990",Colorado,6
309,310,Business and Financial Operations Occupations,"18,590",0.132,32.72338832,37.32147119,"86,460",Colorado,6
310,311,Accountant,"20,850",0.148,32.72338832,37.32147119,"88,260",Colorado,6
311,312,Attorney,"3,21,050",2.279,32.72338832,37.32147119,"82,100",Colorado,6
312,313,Truck Driver,"2,730",0.019,32.72338832,37.32147119,"93,230",Colorado,6
313,314,Data Analyst,"13,860",0.098,32.72338832,37.32147119,"79,080",Colorado,6
314,315,Management Consultant,"1,05,440",0.748,28.77,30.35,"63,130",Colorado,6
315,316,Engineer,"1,99,020",1.413,32.72338832,37.32147119,"92,200",Colorado,6
316,317,Teacher,"40,21,070",28.541,32.72338832,37.32147119,"64,870",Colorado,6
317,318,Psychologist,"5,12,400",3.637,17.65,20.7,"43,060",Colorado,6
318,319,Stock Broker,"3,91,670",2.78,14.52,17.53,"36,460",Colorado,6
319,320,Electrician,"1,20,730",0.857,32.72338832,37.32147119,"64,490",Colorado,6
320,321,Pilot,"19,33,120",13.721,32.72338832,37.32147119,"67,030",Colorado,6
321,322,Investment Banker,"13,29,280",9.435,32.72338832,37.32147119,"67,080",Colorado,6
322,323,Financial Advisor,"5,92,000",4.202,32.72338832,37.32147119,"66,880",Colorado,6
323,324,Police,"11,840",0.084,32.72338832,37.32147119,"69,410",Colorado,6
324,325,Registered Nurse,"11,04,600",7.84,32.72338832,37.32147119,"69,490",Colorado,6
325,326,Management Occupations,"10,20,240",7.242,32.72338832,37.32147119,"69,530",Colorado,6
326,327,Top Executives,"84,360",0.599,32.72338832,37.32147119,"68,960",Colorado,6
327,328,Chief Executives,"4,70,960",3.343,32.72338832,37.32147119,"68,880",Colorado,6
328,329,General and Operations Managers,"21,130",0.15,32.72338832,37.32147119,"71,970",Colorado,6
329,330,Legislators,"1,87,070",1.328,32.72338832,37.32147119,"67,090",Colorado,6
330,331,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers","79,070",0.561,32.72338832,37.32147119,"68,860",Colorado,6
331,332,Advertising and Promotions Managers,"1,45,690",1.034,32.72338832,37.32147119,"70,100",Colorado,6
332,333,Marketing and Sales Managers,"38,000",0.27,32.72338832,37.32147119,"71,330",Colorado,6
333,334,Marketing Managers,"9,41,530",6.683,17.94,22.35,"46,490",Colorado,6
334,335,Sales Managers,"38,260",0.272,28.71,29.16,"60,650",Colorado,6
335,336,Public Relations and Fundraising Managers,"2,16,910",1.54,20.95,23.67,"49,230",Colorado,6
336,337,Public Relations Managers,"3,74,620",2.659,14.47,18.47,"38,410",Colorado,6
337,338,Fundraising Managers,"1,47,100",1.044,17.53,20.09,"41,780",Colorado,6
338,339,Operations Specialties Managers,"1,64,650",1.169,32.72338832,37.32147119,"62,200",Colorado,6
339,340,Administrative Services and Facilities Managers,"2,28,900",1.625,23.59,26.69,"55,520",Colorado,6
340,341,Administrative Services Managers,"28,110",0.2,24.09,28.28,"58,830",Colorado,6
341,342,Facilities Managers,"6,120",0.043,28.87,29.75,"61,880",Colorado,6
342,343,Computer and Information Systems Managers,"11,030",0.078,28.9,30.71,"63,880",Colorado,6
343,344,Financial Managers,"10,960",0.078,22.9,25.02,"52,030",Colorado,6
344,345,Industrial Production Managers,"1,27,790",0.907,29.42,30.86,"64,180",Colorado,6
345,346,Purchasing Managers,"73,000",0.518,17.78,18.79,"39,070",Colorado,6
346,347,"Transportation, Storage, and Distribution Managers","16,59,870",11.782,32.72338832,37.32147119,"38,620",Colorado,6
347,348,Compensation and Benefits Managers,"10,620",0.075,24.03,27.9,"58,040",Colorado,6
348,349,Human Resources Managers,"1,84,740",1.311,30.64,33.92,"70,560",Colorado,6
349,350,Training and Development Managers,"13,08,560",9.288,32.72338832,37.32147119,"32,640",Colorado,6
350,351,Other Management Occupations,"1,21,290",0.861,32.72338832,37.32147119,"41,170",Colorado,6
351,352,"Farmers, Ranchers, and Other Agricultural Managers","11,87,270",8.427,32.72338832,37.32147119,"31,760",Colorado,6
352,353,Construction Managers,"1,55,950",1.107,22.26,23.87,"49,650",Colorado,6
353,354,Education and Childcare Administrators,"18,15,290",12.885,24.61,31.78,"66,100",Colorado,6
354,355,"Education and Childcare Administrators, Preschool and Daycare","6,09,150",4.324,23.18,28.32,"58,910",Colorado,6
355,356,"Education Administrators, Kindergarten through Secondary","83,070",0.59,38.94,45.83,"95,330",Colorado,6
356,357,"Education Administrators, Postsecondary","42,080",0.299,48.51,55.5,"1,15,430",Colorado,6
357,358,"Education Administrators, All Other","3,740",0.027,17.27,19.58,"40,730",Colorado,6
358,359,Architectural and Engineering Managers,"9,430",0.067,29.24,33.18,"69,010",Colorado,6
359,360,Food Service Managers,"20,430",0.145,37.88,41.45,"86,220",Colorado,6
360,361,Entertainment and Recreation Managers,"7,390",0.052,29.61,32.33,"67,240",Connecticut,7
361,362,Gambling Managers,"5,26,080",3.734,22.29,25.56,"53,160",Connecticut,7
362,363,"Entertainment and Recreation Managers, Except Gambling","27,940",0.198,37.03,38.31,"79,680",Connecticut,7
363,364,Lodging Managers,"19,310",0.137,37.24,40.22,"83,650",Connecticut,7
364,365,Medical and Health Services Managers,"36,000",0.256,14.36,15.43,"32,100",Connecticut,7
365,366,Natural Sciences Managers,"2,04,040",1.448,24.38,28.83,"59,970",Connecticut,7
366,367,Postmasters and Mail Superintendents,"61,970",0.44,29.01,30.08,"62,570",Connecticut,7
367,368,"Property, Real Estate, and Community Association Managers","1,59,790",1.134,15.41,17.08,"35,520",Connecticut,7
368,369,Social and Community Service Managers,"6,850",0.049,26.37,30.27,"62,960",Connecticut,7
369,370,Emergency Management Directors,"10,190",0.072,29.96,35.33,"73,480",Connecticut,7
370,371,Personal Service Managers,"4,38,600",3.113,23.78,34.55,"71,870",Connecticut,7
371,372,Funeral Home Managers,"1,68,350",1.195,37.06,45.85,"95,360",Connecticut,7
372,373,"Personal Service Managers, All Other","30,100",0.214,23.48,31.31,"54,400",Connecticut,7
373,374,"Managers, All Other","1,38,250",0.981,37.98,49.01,"1,01,950",Connecticut,7
374,375,Business and Financial Operations Occupations,"2,15,690",1.531,32.72338832,37.32147119,"54,390",Connecticut,7
375,376,Accountant,"12,320",0.087,32.72338832,37.32147119,"1,16,930",Connecticut,7
376,377,Attorney,"1,93,740",1.375,32.72338832,37.32147119,"50,550",Connecticut,7
377,378,Truck Driver,"9,620",0.068,32.72338832,37.32147119,"51,710",Connecticut,7
378,379,Data Analyst,"7,850",0.056,19.47,24.17,"50,280",Connecticut,7
379,380,Management Consultant,"3,850",0.027,18.78,24.49,"54,400",Connecticut,7
380,381,Engineer,"3,990",0.028,20.53,23.86,"49,630",Connecticut,7
381,382,Teacher,"33,640",0.239,29.35,38.57,"54,400",Connecticut,7
382,383,Psychologist,"9,560",0.068,23.62,31.29,"65,080",Connecticut,7
383,384,Stock Broker,"24,080",0.171,30.49,41.46,"54,400",Connecticut,7
384,385,Electrician,"13,070",0.093,17.59,23.6,"54,400",Connecticut,7
385,386,Pilot,"4,770",0.034,15.7,21.82,"54,400",Connecticut,7
386,387,Investment Banker,"8,300",0.059,17.96,24.62,"54,400",Connecticut,7
387,388,Financial Advisor,"5,73,200",4.069,29.97,34.5,"71,760",Connecticut,7
388,389,Police,"24,580",0.174,18.09,26.97,"56,110",Connecticut,7
389,390,Registered Nurse,"39,080",0.277,23.26,30.4,"63,230",Connecticut,7
390,391,Management Occupations,"2,42,710",1.723,30.19,35.22,"73,250",Connecticut,7
391,392,Top Executives,"1,85,810",1.319,34.44,37.96,"78,950",Connecticut,7
392,393,Chief Executives,"88,780",0.63,30.46,36.73,"76,400",Connecticut,7
393,394,General and Operations Managers,"47,620",0.338,37.53,39.17,"81,470",Connecticut,7
394,395,Legislators,"49,410",0.351,33.42,39,"81,120",Connecticut,7
395,396,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers","81,010",0.575,24.03,28.68,"59,650",Connecticut,7
396,397,Advertising and Promotions Managers,"52,170",0.37,23.61,28.08,"58,400",Connecticut,7
397,398,Marketing and Sales Managers,"12,300",0.087,29.03,31.36,"65,240",Connecticut,7
398,399,Marketing Managers,"16,540",0.117,23.99,28.56,"59,400",Connecticut,7
399,400,Sales Managers,"1,94,350",1.379,23.52,28.35,"58,970",Connecticut,7
400,401,Public Relations and Fundraising Managers,"90,940",0.646,23.46,26.8,"55,750",Connecticut,7
401,402,Public Relations Managers,"50,590",0.359,23.47,26.59,"55,310",Connecticut,7
402,403,Fundraising Managers,"25,270",0.179,21.51,24.66,"51,280",Connecticut,7
403,404,Operations Specialties Managers,"10,800",0.077,29.09,32.38,"67,360",Connecticut,7
404,405,Administrative Services and Facilities Managers,"4,280",0.03,24.75,27.89,"58,020",Connecticut,7
405,406,Administrative Services Managers,"38,420",0.273,18.73,23.18,"48,210",Connecticut,7
406,407,Facilities Managers,"48,320",0.343,29.02,33.66,"70,020",Connecticut,7
407,408,Computer and Information Systems Managers,"20,280",0.144,23.67,29.69,"61,740",Connecticut,7
408,409,Financial Managers,"28,030",0.199,30.13,36.54,"76,000",Connecticut,7
409,410,Industrial Production Managers,"16,670",0.118,30.41,33.31,"69,290",Connecticut,7
410,411,Purchasing Managers,"87,87,730",62.375,36.08,43.8,"91,100",Connecticut,7
411,412,"Transportation, Storage, and Distribution Managers","57,72,460",40.972,39.07,53.92,"1,12,160",Connecticut,7
412,413,Compensation and Benefits Managers,"35,810",0.254,36.06,39.06,"81,240",Connecticut,7
413,414,Human Resources Managers,"1,24,680",0.885,78.47,85.47,"1,77,770",Connecticut,7
414,415,Training and Development Managers,"1,08,680",0.771,77.1,80.37,"1,67,160",Connecticut,7
415,416,Other Management Occupations,"5,330",0.038,32.72338832,149.74,"3,11,460",Connecticut,7
416,417,"Farmers, Ranchers, and Other Agricultural Managers","5,140",0.036,32.72338832,128.5,"2,67,280",Connecticut,7
417,418,Construction Managers,790,0.006,48.54,69.1,"1,43,730",Connecticut,7
418,419,Education and Childcare Administrators,"4,750",0.034,84.21,86.25,"1,79,400",Connecticut,7
419,420,"Education and Childcare Administrators, Preschool and Daycare","66,690",0.473,29.64,31.55,"65,620",Connecticut,7
420,421,"Education Administrators, Kindergarten through Secondary","38,720",0.275,59.76,60.31,"1,25,440",Connecticut,7
421,422,"Education Administrators, Postsecondary","3,12,550",2.218,61.81,60.43,"1,25,690",Connecticut,7
422,423,"Education Administrators, All Other","1,32,940",0.944,58.43,57.43,"1,19,460",Connecticut,7
423,424,Architectural and Engineering Managers,"8,840",0.063,70.11,76.15,"1,58,380",Connecticut,7
424,425,Food Service Managers,"6,87,440",4.879,37.82,40.42,"84,080",Connecticut,7
425,426,Entertainment and Recreation Managers,"1,27,830",0.907,41.14,43.02,"89,470",Delaware,8
426,427,Gambling Managers,"2,25,350",1.6,45.97,44.67,"92,920",Delaware,8
427,428,"Entertainment and Recreation Managers, Except Gambling","16,050",0.114,39.8,45.19,"94,000",Delaware,8
428,429,Lodging Managers,"16,980",0.121,23.05,25.91,"53,900",Delaware,8
429,430,Medical and Health Services Managers,"1,33,410",0.947,29.73,32.78,"68,190",Delaware,8
430,431,Natural Sciences Managers,"1,47,470",1.047,38.01,41.26,"85,820",Delaware,8
431,432,Postmasters and Mail Superintendents,"6,860",0.049,23.05,25.98,"54,030",Delaware,8
432,433,"Property, Real Estate, and Community Association Managers","13,490",0.096,28.61,31.26,"65,030",Delaware,8
433,434,Social and Community Service Managers,"77,260",0.548,48.26,52.84,"1,09,920",Delaware,8
434,435,Emergency Management Directors,"30,47,530",21.631,37.31,39.78,"82,750",Delaware,8
435,436,Personal Service Managers,"43,950",0.312,94.04,97.34,"2,02,470",Delaware,8
436,437,Funeral Home Managers,"7,750",0.055,54.24,54.91,"1,14,210",Delaware,8
437,438,"Personal Service Managers, All Other","2,34,690",1.666,58.02,56.75,"1,18,040",Delaware,8
438,439,"Managers, All Other","13,240",0.094,37.96,41.37,"86,050",Delaware,8
439,440,Business and Financial Operations Occupations,"6,41,380",4.552,32.72338832,121.38,"2,52,480",Delaware,8
440,441,Accountant,"31,130",0.221,32.72338832,159.22,"3,31,190",Delaware,8
441,442,Attorney,"18,610",0.132,32.72338832,170.18,"3,53,970",Delaware,8
442,443,Truck Driver,"9,230",0.065,32.72338832,145.55,"3,02,740",Delaware,8
443,444,Data Analyst,"36,180",0.257,32.72338832,149.35,"3,10,640",Delaware,8
444,445,Management Consultant,"1,02,930",0.731,32.72338832,113.43,"2,35,930",Delaware,8
445,446,Engineer,"58,260",0.414,32.72338832,116.44,"2,42,190",Delaware,8
446,447,Teacher,"7,120",0.051,32.72338832,128.68,"2,67,660",Delaware,8
447,448,Psychologist,"21,570",0.153,32.72338832,142.41,"2,96,210",Delaware,8
448,449,Stock Broker,"33,620",0.239,81.96,95.4,"1,98,420",Delaware,8
449,450,Electrician,"11,010",0.078,32.72338832,128.45,"2,67,180",Delaware,8
450,451,Pilot,"25,520",0.181,32.72338832,120.08,"2,49,760",Delaware,8
451,452,Investment Banker,"29,530",0.21,32.72338832,145.06,"3,01,720",Delaware,8
452,453,Financial Advisor,"2,56,670",1.822,32.72338832,111.3,"2,31,500",Delaware,8
453,454,Police,"58,280",0.414,32.72338832,141.6,"2,94,520",Delaware,8
454,455,Registered Nurse,"11,610",0.082,32.72338832,129.85,"2,70,090",Delaware,8
455,456,Management Occupations,"16,260",0.115,32.72338832,147.22,"3,06,220",Delaware,8
456,457,Top Executives,820,0.006,32.72338832,139.57,"2,90,310",Delaware,8
457,458,Chief Executives,"29,590",0.21,32.72338832,143.17,"2,97,800",Delaware,8
458,459,General and Operations Managers,"2,40,690",1.708,37.45,40.65,"84,550",Delaware,8
459,460,Legislators,"7,250",0.051,29.12,34.51,"71,770",Delaware,8
460,461,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers","2,07,190",1.471,37.41,39.12,"81,360",Delaware,8
461,462,Advertising and Promotions Managers,"26,250",0.186,48.22,54.44,"1,13,230",Delaware,8
462,463,Marketing and Sales Managers,"28,87,210",20.493,22.55,24.18,"50,300",Delaware,8
463,464,Marketing Managers,"3,18,780",2.263,27.79,27.36,"56,910",Delaware,8
464,465,Sales Managers,"4,08,390",2.899,32.26,34.03,"70,780",Delaware,8
465,466,Public Relations and Fundraising Managers,"55,760",0.396,29.12,29.82,"62,020",Delaware,8
466,467,Public Relations Managers,"78,640",0.558,37.38,38.79,"80,680",Delaware,8
467,468,Fundraising Managers,"17,140",0.122,37.86,40.79,"84,850",Delaware,8
468,469,Operations Specialties Managers,"2,16,380",1.536,29.5,31.97,"66,490",Delaware,8
469,470,Administrative Services and Facilities Managers,"38,070",0.27,37.19,37.41,"77,820",Delaware,8
470,471,Administrative Services Managers,"2,400",0.017,61.19,59.98,"1,24,750",Delaware,8
471,472,Facilities Managers,"2,57,910",1.831,17.76,19.94,"41,480",Delaware,8
472,473,Computer and Information Systems Managers,"1,61,400",1.146,17.05,17.64,"36,690",Delaware,8
473,474,Financial Managers,"96,510",0.685,22.48,23.8,"49,500",Delaware,8
474,475,Industrial Production Managers,"8,45,080",5.998,17.78,19.31,"40,170",Delaware,8
475,476,Purchasing Managers,"21,610",0.153,14.19,16.42,"34,160",Delaware,8
476,477,"Transportation, Storage, and Distribution Managers","4,36,630",3.099,17.66,18.25,"37,970",Delaware,8
477,478,Compensation and Benefits Managers,"93,410",0.663,17.58,18.27,"38,000",Delaware,8
478,479,Human Resources Managers,"1,09,060",0.774,23.33,25.77,"53,590",Delaware,8
479,480,Training and Development Managers,"1,18,670",0.842,17.72,18.39,"38,250",Delaware,8
480,481,Other Management Occupations,"65,700",0.466,17.87,19.77,"41,120",Delaware,8
481,482,"Farmers, Ranchers, and Other Agricultural Managers","6,41,240",4.552,23.11,24.93,"51,850",Delaware,8
482,483,Construction Managers,"1,80,570",1.282,22.43,23.23,"48,310",Delaware,8
483,484,Education and Childcare Administrators,"73,270",0.52,18.06,20.7,"43,060",Delaware,8
484,485,"Education and Childcare Administrators, Preschool and Daycare","1,61,980",1.15,22.42,24.96,"51,910",Delaware,8
485,486,"Education Administrators, Kindergarten through Secondary","10,410",0.074,36.27,38.38,"79,820",Delaware,8
486,487,"Education Administrators, Postsecondary","10,790",0.077,28.61,28.83,"59,960",Delaware,8
487,488,"Education Administrators, All Other","1,40,770",0.999,21.98,23.67,"49,230",Delaware,8
488,489,Architectural and Engineering Managers,"1,28,060",0.909,26.19,29.55,"61,470",Delaware,8
489,490,Food Service Managers,"37,900",0.269,26.71,29.53,"61,410",Delaware,8
490,491,Entertainment and Recreation Managers,"90,160",0.64,25.97,29.56,"61,490",Florida,9
491,492,Gambling Managers,"26,070",0.185,32.72338832,37.32147119,"54,650",Florida,9
492,493,"Entertainment and Recreation Managers, Except Gambling","2,740",0.019,38.54,41.65,"86,640",Florida,9
493,494,Lodging Managers,"17,250",0.122,23.23,28.45,"59,170",Florida,9
494,495,Medical and Health Services Managers,"44,100",0.313,28.25,31.19,"64,880",Florida,9
495,496,Natural Sciences Managers,"66,03,680",46.872,14.37,16.02,"33,330",Florida,9
496,497,Postmasters and Mail Superintendents,"47,65,620",33.826,14.24,14.64,"30,440",Florida,9
497,498,"Property, Real Estate, and Community Association Managers","33,66,480",23.895,14.15,14.07,"29,260",Florida,9
498,499,Social and Community Service Managers,"13,99,130",9.931,14.56,16.01,"33,290",Florida,9
499,500,Emergency Management Directors,"13,14,830",9.333,14.57,15.99,"33,250",Florida,9
500,501,Personal Service Managers,"45,160",0.321,14.42,16.08,"33,440",Florida,9
501,502,Funeral Home Managers,"39,140",0.278,14.55,16.65,"34,640",Florida,9
502,503,"Personal Service Managers, All Other","1,81,410",1.288,27.87,25.91,"53,900",Florida,9
503,504,"Managers, All Other","45,350",0.322,29.58,29.69,"61,760",Florida,9
504,505,Business and Financial Operations Occupations,"41,980",0.298,29.68,30.56,"63,560",Florida,9
505,506,Accountant,"3,370",0.024,16.14,18.86,"39,230",Florida,9
506,507,Attorney,"1,36,050",0.966,23.64,24.65,"51,280",Florida,9
507,508,Truck Driver,"93,660",0.665,29.42,29.2,"60,740",Florida,9
508,509,Data Analyst,"42,390",0.301,14.04,14.6,"30,370",Florida,9
509,510,Management Consultant,"16,56,660",11.759,17.97,18.93,"39,360",Florida,9
510,511,Engineer,"81,030",0.575,22.55,23.68,"49,260",Florida,9
511,512,Teacher,"15,75,620",11.184,17.94,18.68,"38,860",Florida,9
512,513,Psychologist,"3,47,170",2.464,18.59,20.44,"42,510",Florida,9
513,514,Stock Broker,"7,27,760",5.166,17.88,18.36,"38,190",Florida,9
514,515,Electrician,"61,170",0.434,18.37,20.4,"42,420",Florida,9
515,516,Pilot,"55,830",0.396,14.47,16.45,"34,220",Florida,9
516,517,Investment Banker,"43,560",0.309,14.39,16.61,"34,560",Florida,9
517,518,Financial Advisor,"98,970",0.702,14.32,15.28,"31,780",Florida,9
518,519,Police,"1,32,750",0.942,17.97,18.49,"38,450",Florida,9
519,520,Registered Nurse,"1,08,410",0.769,18.14,19.56,"40,690",Florida,9
520,521,Management Occupations,"33,85,030",24.027,22.4,25.68,"53,420",Florida,9
521,522,Top Executives,"3,42,810",2.433,37.16,38.95,"81,010",Florida,9
522,523,Chief Executives,"1,82,700",1.297,39.15,43.32,"90,110",Florida,9
523,524,General and Operations Managers,"54,470",0.387,29.91,33.53,"69,750",Florida,9
524,525,Legislators,"1,28,230",0.91,47.76,47.48,"98,760",Florida,9
525,526,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers","80,890",0.574,37.61,40.03,"83,270",Florida,9
526,527,Advertising and Promotions Managers,"79,230",0.562,25.23,27.75,"57,730",Florida,9
527,528,Marketing and Sales Managers,"55,450",0.394,24.15,26.48,"55,080",Florida,9
528,529,Marketing Managers,"23,780",0.169,29.33,30.73,"63,910",Florida,9
529,530,Sales Managers,"3,34,670",2.375,24.49,26.88,"55,910",Florida,9
530,531,Public Relations and Fundraising Managers,"3,17,310",2.252,24.38,26.58,"55,290",Florida,9
531,532,Public Relations Managers,"17,370",0.123,30.33,32.32,"67,230",Florida,9
532,533,Fundraising Managers,"14,600",0.104,31.06,33.5,"69,680",Florida,9
533,534,Operations Specialties Managers,"2,770",0.02,20.48,26.12,"54,340",Florida,9
534,535,Administrative Services and Facilities Managers,"12,00,060",8.518,29.42,31.91,"66,370",Florida,9
535,536,Administrative Services Managers,"4,09,020",2.903,23.04,25.66,"53,380",Florida,9
536,537,Facilities Managers,"16,420",0.117,23.23,25.16,"52,340",Florida,9
537,538,Computer and Information Systems Managers,"3,92,600",2.787,23.04,25.69,"53,420",Florida,9
538,539,Financial Managers,"1,07,890",0.766,40.21,43.45,"90,370",Florida,9
539,540,Industrial Production Managers,"6,730",0.048,29.2,27.98,"58,190",Florida,9
540,541,Purchasing Managers,"7,450",0.053,22.4,22.14,"46,050",Florida,9
541,542,"Transportation, Storage, and Distribution Managers","6,68,970",4.748,31.06,34.01,"70,740",Florida,9
542,543,Compensation and Benefits Managers,"6,65,380",4.723,31.06,34.02,"70,750",Florida,9
543,544,Human Resources Managers,"3,590",0.025,31.21,33.45,"69,570",Florida,9
544,545,Training and Development Managers,"15,07,480",10.7,15.17,17.44,"36,280",Florida,9
545,546,Other Management Occupations,"11,600",0.082,18.83,20.49,"42,620",Florida,9
546,547,"Farmers, Ranchers, and Other Agricultural Managers","28,860",0.205,28.55,29.31,"60,970",Florida,9
547,548,Construction Managers,"10,66,280",7.568,15.13,17.24,"35,860",Florida,9
548,549,Education and Childcare Administrators,"9,190",0.065,17.04,18.31,"38,080",Florida,9
549,550,"Education and Childcare Administrators, Preschool and Daycare","10,57,100",7.503,15.13,17.23,"35,830",Florida,9
550,551,"Education Administrators, Kindergarten through Secondary","4,00,740",2.844,15.11,17.04,"35,450",Florida,9
551,552,"Education Administrators, Postsecondary","82,690",0.587,15.12,17.15,"35,670",Florida,9
552,553,"Education Administrators, All Other","1,14,320",0.811,12.32,13.14,"27,320",Florida,9
553,554,Architectural and Engineering Managers,"48,320",0.343,21.86,22.3,"46,380",Florida,9
554,555,Food Service Managers,"55,310",0.393,13.99,14.53,"30,220",Florida,9
555,556,Entertainment and Recreation Managers,"1,00,110",0.711,18.37,20.27,"42,160",Georgia,10
556,557,Gambling Managers,"1,12,01,480",79.507,13.65,14.16,"29,450",Georgia,10
557,558,"Entertainment and Recreation Managers, Except Gambling","11,70,410",8.307,17.85,19.77,"41,130",Georgia,10
558,559,Lodging Managers,"1,29,810",0.921,24.11,27.37,"56,920",Georgia,10
559,560,Medical and Health Services Managers,"10,40,600",7.386,17.58,18.82,"39,150",Georgia,10
560,561,Natural Sciences Managers,"32,81,610",23.293,13.99,14.13,"29,380",Georgia,10
561,562,Postmasters and Mail Superintendents,"24,98,260",17.732,14,14.21,"29,560",Georgia,10
562,563,"Property, Real Estate, and Community Association Managers","7,68,130",5.452,11.63,12.25,"25,490",Georgia,10
563,564,Social and Community Service Managers,"3,92,860",2.788,14.38,15.15,"31,520",Georgia,10
564,565,Emergency Management Directors,440,0.003,20.63,20.8,"43,260",Georgia,10
565,566,Personal Service Managers,"11,93,860",8.474,14.43,15.21,"31,630",Georgia,10
566,567,Funeral Home Managers,"1,24,800",0.886,13.73,13.51,"28,110",Georgia,10
567,568,"Personal Service Managers, All Other","18,170",0.129,14.77,16.05,"33,390",Georgia,10
568,569,"Managers, All Other","7,83,350",5.56,13.84,13.85,"28,810",Georgia,10
569,570,Business and Financial Operations Occupations,"56,27,500",39.944,12.5,13.23,"27,520",Georgia,10
570,571,Accountant,"4,85,330",3.445,12.67,14.59,"30,340",Georgia,10
571,572,Attorney,"30,95,120",21.969,12.07,12.53,"26,060",Georgia,10
572,573,Truck Driver,"18,04,030",12.805,12.5,13.95,"29,010",Georgia,10
573,574,Data Analyst,"2,43,030",1.725,13.81,14.19,"29,500",Georgia,10
574,575,Management Consultant,"11,21,960",7.964,13.17,13.06,"27,170",Georgia,10
575,576,Engineer,"3,36,970",2.392,13.06,13.31,"27,690",Georgia,10
576,577,Teacher,"3,77,040",2.676,13.52,13.15,"27,350",Georgia,10
577,578,Psychologist,"3,24,690",2.305,11.83,12.5,"26,000",Georgia,10
578,579,Stock Broker,"83,240",0.591,14,13.83,"28,760",Georgia,10
579,580,Electrician,"41,08,810",29.164,14.54,16.23,"33,750",Georgia,10
580,581,Pilot,"2,70,020",1.917,22.42,23.38,"48,620",Georgia,10
581,582,Investment Banker,"1,53,640",1.091,19.05,21.68,"45,100",Georgia,10
582,583,Financial Advisor,"1,16,380",0.826,23.46,25.61,"53,270",Georgia,10
583,584,Police,"28,62,840",20.32,14.25,15.19,"31,590",Georgia,10
584,585,Registered Nurse,"27,77,470",19.714,14.2,15.05,"31,310",Georgia,10
585,586,Management Occupations,"20,36,680",14.456,14.31,15.32,"31,860",Georgia,10
586,587,Top Executives,"7,23,430",5.135,13.84,14.22,"29,580",Georgia,10
587,588,Chief Executives,"17,350",0.123,16.51,18.52,"38,530",Georgia,10
588,589,General and Operations Managers,"85,370",0.606,18.05,19.54,"40,640",Georgia,10
589,590,Legislators,"9,75,950",6.927,17.05,17.29,"35,960",Georgia,10
590,591,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers","8,92,450",6.335,16.55,16.94,"35,240",Georgia,10
591,592,Advertising and Promotions Managers,"25,820",0.183,18.4,19.47,"40,500",Georgia,10
592,593,Marketing and Sales Managers,"41,920",0.298,22.58,22.81,"47,450",Georgia,10
593,594,Marketing Managers,"15,770",0.112,17.57,18.81,"39,120",Georgia,10
594,595,Sales Managers,"25,66,440",18.216,14.16,16.17,"33,620",Georgia,10
595,596,Public Relations and Fundraising Managers,"1,87,400",1.33,21.67,22.57,"46,950",Georgia,10
596,597,Public Relations Managers,"86,370",0.613,22.62,23.25,"48,370",Georgia,10
597,598,Fundraising Managers,"19,510",0.138,23.63,25.28,"52,590",Georgia,10
598,599,Operations Specialties Managers,"66,860",0.475,21.57,22.66,"47,130",Georgia,10
599,600,Administrative Services and Facilities Managers,"1,01,030",0.717,19.42,21.99,"45,730",Georgia,10
600,601,Administrative Services Managers,"2,41,520",1.714,13.81,14.47,"30,100",Georgia,10
601,602,Facilities Managers,"15,840",0.112,15.04,18.38,"38,230",Georgia,10
602,603,Computer and Information Systems Managers,"2,25,680",1.602,13.75,14.19,"29,520",Georgia,10
603,604,Financial Managers,"4,18,960",2.974,12,13.06,"27,170",Georgia,10
604,605,Industrial Production Managers,"82,860",0.588,12.32,14.11,"29,340",Georgia,10
605,606,Purchasing Managers,"64,700",0.459,12,13.92,"28,960",Georgia,10
606,607,"Transportation, Storage, and Distribution Managers","7,340",0.052,13.24,14,"29,110",Georgia,10
607,608,Compensation and Benefits Managers,"10,820",0.077,13.94,15.28,"31,790",Georgia,10
608,609,Human Resources Managers,"1,620",0.011,14.11,15.85,"32,970",Georgia,10
609,610,Training and Development Managers,"54,970",0.39,11.75,12.69,"26,390",Georgia,10
610,611,Other Management Occupations,"2,79,510",1.984,11.93,12.81,"26,650",Georgia,10
611,612,"Farmers, Ranchers, and Other Agricultural Managers","2,62,170",1.861,11.78,12.55,"26,110",Georgia,10
612,613,Construction Managers,"3,380",0.024,23,26.25,"54,590",Georgia,10
613,614,Education and Childcare Administrators,"9,670",0.069,13.74,14.53,"30,220",Georgia,10
